"parameter","estimate","se","rse","file"
"TH_6",10,5.39,53.9,"NM_0_633_2305.lst"
"TH_1",3.87,0.272,7.02842377260982,"NM_0_633_2466.lst"
"TH_2",598,1310,219.063545150502,"NM_0_633_2466.lst"
"TH_3",22.8,13,57.0175438596491,"NM_0_633_2466.lst"
"TH_4",6.95,4.84,69.6402877697842,"NM_0_633_2466.lst"
"TH_5",-4.07,2.39,58.7223587223587,"NM_0_633_2466.lst"
"TH_6",30.4,3.97,13.0592105263158,"NM_0_633_2466.lst"
"TH_1",3.81,0.312,8.18897637795276,"NM_0_633_2627.lst"
"TH_2",2.93e+12,4.26e+14,14539.2491467577,"NM_0_633_2627.lst"
"TH_3",20.4,15.9,77.9411764705882,"NM_0_633_2627.lst"
"TH_4",5.93,3.48,58.6846543001686,"NM_0_633_2627.lst"
"TH_5",-3.67,2.37,64.5776566757493,"NM_0_633_2627.lst"
"TH_6",31.2,6.13,19.6474358974359,"NM_0_633_2627.lst"
"TH_1",3.96,0.321,8.10606060606061,"NM_0_633_2788.lst"
"TH_2",18800000,2.32e+09,12340.4255319149,"NM_0_633_2788.lst"
"TH_3",12.7,9.65,75.9842519685039,"NM_0_633_2788.lst"
"TH_4",23.8,14.7,61.7647058823529,"NM_0_633_2788.lst"
"TH_5",-0.667,1.27,190.404797601199,"NM_0_633_2788.lst"
"TH_6",24.9,7.61,30.5622489959839,"NM_0_633_2788.lst"
"TH_1",4.09,0.317,7.75061124694377,"NM_0_633_2949.lst"
"TH_2",4270000,82500000,1932.08430913349,"NM_0_633_2949.lst"
"TH_3",2.91,0.439,15.085910652921,"NM_0_633_2949.lst"
"TH_4",42.9,3.87,9.02097902097902,"NM_0_633_2949.lst"
"TH_5",-0.891,0.312,35.016835016835,"NM_0_633_2949.lst"
"TH_6",3.01,1.94,64.4518272425249,"NM_0_633_2949.lst"
"TH_1",2.26,1.9,84.070796460177,"NM_0_633_3110.lst"
"TH_2",6.55e+09,3.51e+11,5358.7786259542,"NM_0_633_3110.lst"
"TH_3",1.94,1.45,74.7422680412371,"NM_0_633_3110.lst"
"TH_4",39.2,3.74,9.54081632653061,"NM_0_633_3110.lst"
"TH_5",-0.207,0.343,165.700483091787,"NM_0_633_3110.lst"
"TH_6",246,517,210.162601626016,"NM_0_633_3110.lst"
"TH_1",4.06,0.312,7.68472906403941,"NM_0_633_3271.lst"
"TH_2",5.36e+29,0,0,"NM_0_633_3271.lst"
"TH_3",23.9,0.437,1.82845188284519,"NM_0_633_3271.lst"
"TH_4",44.6,1.46,3.27354260089686,"NM_0_633_3271.lst"
"TH_5",-0.112,0.254,226.785714285714,"NM_0_633_3271.lst"
"TH_6",0.01,0,0,"NM_0_633_3271.lst"
"TH_1",2.26,1.9,84.070796460177,"NM_0_633_3432.lst"
"TH_2",6.55e+09,3.51e+11,5358.7786259542,"NM_0_633_3432.lst"
"TH_3",1.94,1.45,74.7422680412371,"NM_0_633_3432.lst"
"TH_4",39.2,3.74,9.54081632653061,"NM_0_633_3432.lst"
"TH_5",-0.207,0.343,165.700483091787,"NM_0_633_3432.lst"
"TH_6",246,517,210.162601626016,"NM_0_633_3432.lst"
"TH_1",3.55,0.418,11.7746478873239,"NM_0_633_3593.lst"
"TH_2",617000,23200000,3760.12965964344,"NM_0_633_3593.lst"
"TH_3",6.69,3.45,51.5695067264574,"NM_0_633_3593.lst"
"TH_4",19.1,12.2,63.8743455497382,"NM_0_633_3593.lst"
"TH_5",-0.984,1.57,159.552845528455,"NM_0_633_3593.lst"
"TH_6",16.5,5.18,31.3939393939394,"NM_0_633_3593.lst"
"TH_1",4.97,0.458,9.21529175050302,"NM_0_633_373.lst"
"TH_2",0.541,0.0322,5.95194085027726,"NM_0_633_373.lst"
"TH_3",8910000,1.39e+08,1560.04489337823,"NM_0_633_373.lst"
"TH_4",38.2,2.19,5.73298429319372,"NM_0_633_373.lst"
"TH_5",-0.604,0.216,35.7615894039735,"NM_0_633_373.lst"
"TH_6",5.63,3.06,54.3516873889876,"NM_0_633_373.lst"
"TH_1",3.37,0.307,9.10979228486647,"NM_0_633_3754.lst"
"TH_2",8450000,1.3e+08,1538.46153846154,"NM_0_633_3754.lst"
"TH_3",6.51,2.43,37.3271889400922,"NM_0_633_3754.lst"
"TH_4",9.82,5.67,57.7393075356415,"NM_0_633_3754.lst"
"TH_5",-2.36,1.37,58.0508474576271,"NM_0_633_3754.lst"
"TH_6",18,2.1,11.6666666666667,"NM_0_633_3754.lst"
"TH_1",3.68,0.549,14.9184782608696,"NM_0_633_3915.lst"
"TH_2",2.56,5.04,196.875,"NM_0_633_3915.lst"
"TH_3",5.48,3.73,68.0656934306569,"NM_0_633_3915.lst"
"TH_4",21.9,14.9,68.0365296803653,"NM_0_633_3915.lst"
"TH_5",-0.733,1.16,158.253751705321,"NM_0_633_3915.lst"
"TH_6",14.7,7.46,50.7482993197279,"NM_0_633_3915.lst"
"TH_1",5.15,0.36,6.99029126213592,"NM_0_633_4076.lst"
"TH_2",0.631,0.0426,6.75118858954041,"NM_0_633_4076.lst"
"TH_3",69.3,33.9,48.9177489177489,"NM_0_633_4076.lst"
"TH_4",39.1,1.31,3.35038363171355,"NM_0_633_4076.lst"
"TH_5",-1.71,0.0794,4.64327485380117,"NM_0_633_4076.lst"
"TH_6",7.31,6,82.0793433652531,"NM_0_633_4076.lst"
"TH_1",5.15,0.368,7.14563106796116,"NM_0_633_4237.lst"
"TH_2",0.616,0.0421,6.83441558441558,"NM_0_633_4237.lst"
"TH_3",79.9,38.6,48.3103879849812,"NM_0_633_4237.lst"
"TH_4",36.6,2.23,6.09289617486339,"NM_0_633_4237.lst"
"TH_5",-1.85,0.118,6.37837837837838,"NM_0_633_4237.lst"
"TH_6",9.77,7.38,75.5373592630502,"NM_0_633_4237.lst"
"TH_1",5.15,0.361,7.00970873786408,"NM_0_633_4398.lst"
"TH_2",0.634,0.0445,7.01892744479495,"NM_0_633_4398.lst"
"TH_3",71.1,36.3,51.0548523206751,"NM_0_633_4398.lst"
"TH_4",39,1.43,3.66666666666667,"NM_0_633_4398.lst"
"TH_5",-1.71,0.0793,4.6374269005848,"NM_0_633_4398.lst"
"TH_6",7.6,6.29,82.7631578947368,"NM_0_633_4398.lst"
"TH_1",5.14,0.374,7.27626459143969,"NM_0_633_4559.lst"
"TH_2",0.599,0.0407,6.79465776293823,"NM_0_633_4559.lst"
"TH_3",74.1,35.8,48.3130904183536,"NM_0_633_4559.lst"
"TH_4",37.3,2.11,5.65683646112601,"NM_0_633_4559.lst"
"TH_5",-1.78,0.113,6.34831460674157,"NM_0_633_4559.lst"
"TH_6",8.77,6.95,79.2474344355758,"NM_0_633_4559.lst"
"TH_1",5.21,0.362,6.94817658349328,"NM_0_633_4720.lst"
"TH_2",0.596,0.0569,9.54697986577181,"NM_0_633_4720.lst"
"TH_3",46.6,16.5,35.4077253218884,"NM_0_633_4720.lst"
"TH_4",38.9,6.76,17.3778920308483,"NM_0_633_4720.lst"
"TH_5",-1.16,0.188,16.2068965517241,"NM_0_633_4720.lst"
"TH_6",9.37,10.5,112.059765208111,"NM_0_633_4720.lst"
"TH_1",5,1.54,30.8,"NM_0_633_534.lst"
"TH_2",0.539,0.0286,5.30612244897959,"NM_0_633_534.lst"
"TH_3",2.5e+07,9.08e+10,363200,"NM_0_633_534.lst"
"TH_4",37.6,11.7,31.1170212765957,"NM_0_633_534.lst"
"TH_5",-0.672,3.19,474.702380952381,"NM_0_633_534.lst"
"TH_6",6.21,10.4,167.471819645733,"NM_0_633_534.lst"
"TH_1",4.94,0.428,8.66396761133603,"NM_0_633_695.lst"
"TH_2",0.545,0.204,37.4311926605505,"NM_0_633_695.lst"
"TH_3",1910000,47400000,2481.67539267016,"NM_0_633_695.lst"
"TH_4",41,4.18,10.1951219512195,"NM_0_633_695.lst"
"TH_5",-0.555,0.158,28.4684684684685,"NM_0_633_695.lst"
"TH_6",2.65,1.39,52.4528301886793,"NM_0_633_695.lst"
"TH_1",4.9,0.475,9.69387755102041,"NM_0_633_856.lst"
"TH_2",0.557,0.057,10.2333931777379,"NM_0_633_856.lst"
"TH_3",25.4,0.434,1.70866141732283,"NM_0_633_856.lst"
"TH_4",43.7,2.13,4.87414187643021,"NM_0_633_856.lst"
"TH_5",-0.432,0.167,38.6574074074074,"NM_0_633_856.lst"
"TH_6",0.01,0,0,"NM_0_633_856.lst"
"TH_1",5.04,0.497,9.86111111111111,"NM_0_634.lst"
"TH_2",0.523,0.661,126.386233269598,"NM_0_634.lst"
"TH_3",0.539,0.023,4.26716141001855,"NM_0_634.lst"
"TH_4",12500000,8.53e+08,6824,"NM_0_634.lst"
"TH_5",37.8,1.57,4.15343915343915,"NM_0_634.lst"
"TH_6",-0.662,0.204,30.8157099697885,"NM_0_634.lst"
"TH_7",5.99,2.21,36.8948247078464,"NM_0_634.lst"
"TH_1",5.03,0.482,9.58250497017893,"NM_0_634_1018.lst"
"TH_2",0.497,0.538,108.249496981891,"NM_0_634_1018.lst"
"TH_3",0.535,0.0313,5.85046728971963,"NM_0_634_1018.lst"
"TH_4",4060000,68300000,1682.26600985222,"NM_0_634_1018.lst"
"TH_5",38,2.41,6.34210526315789,"NM_0_634_1018.lst"
"TH_6",-0.602,0.202,33.5548172757475,"NM_0_634_1018.lst"
"TH_7",5.89,2.52,42.7843803056027,"NM_0_634_1018.lst"
"TH_1",5.14,0.556,10.8171206225681,"NM_0_634_1179.lst"
"TH_2",0.513,3.11,606.237816764133,"NM_0_634_1179.lst"
"TH_3",0.556,0.22,39.568345323741,"NM_0_634_1179.lst"
"TH_4",3.1e+13,5.22e+14,1683.87096774194,"NM_0_634_1179.lst"
"TH_5",42.7,36.3,85.0117096018735,"NM_0_634_1179.lst"
"TH_6",-0.801,0.779,97.2534332084894,"NM_0_634_1179.lst"
"TH_7",2.13,0.321,15.0704225352113,"NM_0_634_1179.lst"
"TH_1",5.06,0.499,9.86166007905138,"NM_0_634_1340.lst"
"TH_2",0.391,0.526,134.526854219949,"NM_0_634_1340.lst"
"TH_3",0.551,0.0516,9.36479128856624,"NM_0_634_1340.lst"
"TH_4",23.8,0.193,0.810924369747899,"NM_0_634_1340.lst"
"TH_5",44.5,3.18,7.14606741573034,"NM_0_634_1340.lst"
"TH_6",-0.96,0.163,16.9791666666667,"NM_0_634_1340.lst"
"TH_7",0.01,0,0,"NM_0_634_1340.lst"
"TH_1",5.08,164,3228.34645669291,"NM_0_634_1501.lst"
"TH_2",0.486,101,20781.8930041152,"NM_0_634_1501.lst"
"TH_3",0.555,31.7,5711.71171171171,"NM_0_634_1501.lst"
"TH_4",3.92e+10,1.08e+14,275510.204081633,"NM_0_634_1501.lst"
"TH_5",44.9,502,1118.04008908686,"NM_0_634_1501.lst"
"TH_6",-0.772,3.64,471.502590673575,"NM_0_634_1501.lst"
"TH_7",0.0838,1.06,1264.91646778043,"NM_0_634_1501.lst"
"TH_1",5.13,0.495,9.64912280701754,"NM_0_634_1662.lst"
"TH_2",0.381,0.504,132.283464566929,"NM_0_634_1662.lst"
"TH_3",0.582,0.055,9.45017182130584,"NM_0_634_1662.lst"
"TH_4",335,21700,6477.61194029851,"NM_0_634_1662.lst"
"TH_5",45,2.01,4.46666666666667,"NM_0_634_1662.lst"
"TH_6",-0.994,0.193,19.4164989939638,"NM_0_634_1662.lst"
"TH_7",0.01,0,0,"NM_0_634_1662.lst"
"TH_1",5.25,0.532,10.1333333333333,"NM_0_634_1823.lst"
"TH_2",0.372,0.579,155.645161290323,"NM_0_634_1823.lst"
"TH_3",0.599,0.0863,14.4073455759599,"NM_0_634_1823.lst"
"TH_4",99.7,230,230.692076228686,"NM_0_634_1823.lst"
"TH_5",48.5,2.58,5.31958762886598,"NM_0_634_1823.lst"
"TH_6",-0.924,0.133,14.3939393939394,"NM_0_634_1823.lst"
"TH_7",0.01,0,0,"NM_0_634_1823.lst"
"TH_1",5.05,0.517,10.2376237623762,"NM_0_634_1984.lst"
"TH_2",0.396,0.558,140.909090909091,"NM_0_634_1984.lst"
"TH_3",0.559,0.0391,6.99463327370304,"NM_0_634_1984.lst"
"TH_4",96.1,547,569.198751300728,"NM_0_634_1984.lst"
"TH_5",45.1,1.91,4.2350332594235,"NM_0_634_1984.lst"
"TH_6",-0.905,0.182,20.1104972375691,"NM_0_634_1984.lst"
"TH_7",0.01,0.00038,3.8,"NM_0_634_1984.lst"
"TH_1",4.52,0.434,9.60176991150442,"NM_0_634_2145.lst"
"TH_2",-0.0662,0.445,672.205438066465,"NM_0_634_2145.lst"
"TH_3",0.498,0.097,19.4779116465863,"NM_0_634_2145.lst"
"TH_4",7.48,1.81,24.1978609625668,"NM_0_634_2145.lst"
"TH_5",33.4,5.35,16.0179640718563,"NM_0_634_2145.lst"
"TH_6",-1.28,0.482,37.65625,"NM_0_634_2145.lst"
"TH_7",9.46,4.83,51.0570824524313,"NM_0_634_2145.lst"
"TH_1",3.88,0.368,9.48453608247423,"NM_0_634_2306.lst"
"TH_2",0.172,0.448,260.46511627907,"NM_0_634_2306.lst"
"TH_3",49800000,7.5e+09,15060.2409638554,"NM_0_634_2306.lst"
"TH_4",22.8,16.5,72.3684210526316,"NM_0_634_2306.lst"
"TH_5",7.04,4.18,59.375,"NM_0_634_2306.lst"
"TH_6",-3.8,2.03,53.4210526315789,"NM_0_634_2306.lst"
"TH_7",30.5,5.56,18.2295081967213,"NM_0_634_2306.lst"
"TH_1",4.75,0.483,10.1684210526316,"NM_0_634_2467.lst"
"TH_2",0.319,0.488,152.978056426332,"NM_0_634_2467.lst"
"TH_3",0.491,0.0471,9.59266802443992,"NM_0_634_2467.lst"
"TH_4",14.8,12.5,84.4594594594595,"NM_0_634_2467.lst"
"TH_5",23.5,12,51.063829787234,"NM_0_634_2467.lst"
"TH_6",-1.5,0.388,25.8666666666667,"NM_0_634_2467.lst"
"TH_7",19.2,13.9,72.3958333333333,"NM_0_634_2467.lst"
"TH_1",3.86,0.345,8.93782383419689,"NM_0_634_2628.lst"
"TH_2",0.164,0.454,276.829268292683,"NM_0_634_2628.lst"
"TH_3",1.53e+18,0,0,"NM_0_634_2628.lst"
"TH_4",22.4,14,62.5,"NM_0_634_2628.lst"
"TH_5",6.05,3.39,56.0330578512397,"NM_0_634_2628.lst"
"TH_6",-3.48,2.01,57.7586206896552,"NM_0_634_2628.lst"
"TH_7",31.9,5.67,17.7742946708464,"NM_0_634_2628.lst"
"TH_1",4,0.00649,0.16225,"NM_0_634_2789.lst"
"TH_2",-0.585,0.373,63.7606837606838,"NM_0_634_2789.lst"
"TH_3",141,793,562.411347517731,"NM_0_634_2789.lst"
"TH_4",3.45,0.0132,0.382608695652174,"NM_0_634_2789.lst"
"TH_5",45.9,0.217,0.47276688453159,"NM_0_634_2789.lst"
"TH_6",-0.93,0.455,48.9247311827957,"NM_0_634_2789.lst"
"TH_7",1.28,0.0153,1.1953125,"NM_0_634_2789.lst"
"TH_1",3.88,1.56,40.2061855670103,"NM_0_634_2950.lst"
"TH_2",0.173,0.701,405.202312138728,"NM_0_634_2950.lst"
"TH_3",63900,1.77e+08,276995.305164319,"NM_0_634_2950.lst"
"TH_4",22.5,96.5,428.888888888889,"NM_0_634_2950.lst"
"TH_5",6.94,9.78,140.922190201729,"NM_0_634_2950.lst"
"TH_6",-3.77,4.73,125.464190981432,"NM_0_634_2950.lst"
"TH_7",30.4,24.6,80.9210526315789,"NM_0_634_2950.lst"
"TH_1",3.72,0.332,8.9247311827957,"NM_0_634_3111.lst"
"TH_2",0.207,0.484,233.816425120773,"NM_0_634_3111.lst"
"TH_3",59100000,7.14e+09,12081.2182741117,"NM_0_634_3111.lst"
"TH_4",0.737,0.342,46.40434192673,"NM_0_634_3111.lst"
"TH_5",37.4,4.39,11.7379679144385,"NM_0_634_3111.lst"
"TH_6",-0.241,0.42,174.273858921162,"NM_0_634_3111.lst"
"TH_7",11.9,7.38,62.0168067226891,"NM_0_634_3111.lst"
"TH_1",3.57,0.356,9.97198879551821,"NM_0_634_3272.lst"
"TH_2",0.14,0.38,271.428571428571,"NM_0_634_3272.lst"
"TH_3",44000,557000,1265.90909090909,"NM_0_634_3272.lst"
"TH_4",11.2,4.06,36.25,"NM_0_634_3272.lst"
"TH_5",13.4,11.2,83.5820895522388,"NM_0_634_3272.lst"
"TH_6",-0.732,1.22,166.666666666667,"NM_0_634_3272.lst"
"TH_7",21.7,6.4,29.4930875576037,"NM_0_634_3272.lst"
"TH_1",3.72,0.332,8.9247311827957,"NM_0_634_3433.lst"
"TH_2",0.207,0.484,233.816425120773,"NM_0_634_3433.lst"
"TH_3",59100000,7.14e+09,12081.2182741117,"NM_0_634_3433.lst"
"TH_4",0.737,0.342,46.40434192673,"NM_0_634_3433.lst"
"TH_5",37.4,4.39,11.7379679144385,"NM_0_634_3433.lst"
"TH_6",-0.241,0.42,174.273858921162,"NM_0_634_3433.lst"
"TH_7",11.9,7.38,62.0168067226891,"NM_0_634_3433.lst"
"TH_1",3.61,0.345,9.55678670360111,"NM_0_634_3594.lst"
"TH_2",0.0943,0.375,397.667020148462,"NM_0_634_3594.lst"
"TH_3",91700,3060000,3336.96837513631,"NM_0_634_3594.lst"
"TH_4",7.34,4.6,62.6702997275204,"NM_0_634_3594.lst"
"TH_5",19.8,11.1,56.0606060606061,"NM_0_634_3594.lst"
"TH_6",-0.852,1.12,131.455399061033,"NM_0_634_3594.lst"
"TH_7",16.6,6.83,41.144578313253,"NM_0_634_3594.lst"
"TH_1",5.01,0.47,9.3812375249501,"NM_0_634_374.lst"
"TH_2",0.469,0.517,110.234541577825,"NM_0_634_374.lst"
"TH_3",0.541,0.0369,6.82070240295749,"NM_0_634_374.lst"
"TH_4",7150000,1.04e+09,14545.4545454545,"NM_0_634_374.lst"
"TH_5",38.1,2.02,5.30183727034121,"NM_0_634_374.lst"
"TH_6",-0.599,0.214,35.7262103505843,"NM_0_634_374.lst"
"TH_7",5.74,2.17,37.8048780487805,"NM_0_634_374.lst"
"TH_1",3.38,0.289,8.55029585798817,"NM_0_634_3755.lst"
"TH_2",0.0116,0.386,3327.58620689655,"NM_0_634_3755.lst"
"TH_3",17200000,3.76e+08,2186.04651162791,"NM_0_634_3755.lst"
"TH_4",6.59,1.79,27.1623672230652,"NM_0_634_3755.lst"
"TH_5",9.86,5.41,54.868154158215,"NM_0_634_3755.lst"
"TH_6",-2.33,1.38,59.2274678111588,"NM_0_634_3755.lst"
"TH_7",18.1,2.33,12.8729281767956,"NM_0_634_3755.lst"
"TH_1",3.75,0.441,11.76,"NM_0_634_3916.lst"
"TH_2",0.114,0.421,369.298245614035,"NM_0_634_3916.lst"
"TH_3",2.53,4.19,165.612648221344,"NM_0_634_3916.lst"
"TH_4",5.57,6.52,117.05565529623,"NM_0_634_3916.lst"
"TH_5",23.6,14.3,60.593220338983,"NM_0_634_3916.lst"
"TH_6",-0.549,0.682,124.225865209472,"NM_0_634_3916.lst"
"TH_7",14.1,10.1,71.6312056737589,"NM_0_634_3916.lst"
"TH_1",5.15,0.361,7.00970873786408,"NM_0_634_4077.lst"
"TH_2",-0.0771,0.322,417.639429312581,"NM_0_634_4077.lst"
"TH_3",0.631,0.0418,6.62440570522979,"NM_0_634_4077.lst"
"TH_4",69,33.1,47.9710144927536,"NM_0_634_4077.lst"
"TH_5",39.1,1.31,3.35038363171355,"NM_0_634_4077.lst"
"TH_6",-1.71,0.079,4.61988304093567,"NM_0_634_4077.lst"
"TH_7",7.3,6.02,82.4657534246575,"NM_0_634_4077.lst"
"TH_1",5.15,0.371,7.20388349514563,"NM_0_634_4238.lst"
"TH_2",-0.0943,0.355,376.458112407211,"NM_0_634_4238.lst"
"TH_3",0.616,0.0422,6.85064935064935,"NM_0_634_4238.lst"
"TH_4",79.5,39.1,49.1823899371069,"NM_0_634_4238.lst"
"TH_5",36.6,2.27,6.20218579234973,"NM_0_634_4238.lst"
"TH_6",-1.85,0.117,6.32432432432432,"NM_0_634_4238.lst"
"TH_7",9.76,7.43,76.1270491803279,"NM_0_634_4238.lst"
"TH_1",5.15,0.362,7.02912621359223,"NM_0_634_4399.lst"
"TH_2",-0.0843,0.348,412.811387900356,"NM_0_634_4399.lst"
"TH_3",0.634,0.0443,6.98738170347003,"NM_0_634_4399.lst"
"TH_4",70.8,35.7,50.4237288135593,"NM_0_634_4399.lst"
"TH_5",39,1.48,3.79487179487179,"NM_0_634_4399.lst"
"TH_6",-1.71,0.0778,4.54970760233918,"NM_0_634_4399.lst"
"TH_7",7.67,6.36,82.9204693611473,"NM_0_634_4399.lst"
"TH_1",5.14,0.374,7.27626459143969,"NM_0_634_4560.lst"
"TH_2",-0.134,0.356,265.671641791045,"NM_0_634_4560.lst"
"TH_3",0.599,0.0409,6.82804674457429,"NM_0_634_4560.lst"
"TH_4",73.6,36.1,49.0489130434783,"NM_0_634_4560.lst"
"TH_5",37.3,2.07,5.54959785522788,"NM_0_634_4560.lst"
"TH_6",-1.78,0.113,6.34831460674157,"NM_0_634_4560.lst"
"TH_7",8.77,6.91,78.7913340935006,"NM_0_634_4560.lst"
"TH_1",5.21,0.366,7.02495201535509,"NM_0_634_4721.lst"
"TH_2",-0.0959,0.366,381.647549530761,"NM_0_634_4721.lst"
"TH_3",0.596,0.0563,9.44630872483222,"NM_0_634_4721.lst"
"TH_4",46.4,16.4,35.3448275862069,"NM_0_634_4721.lst"
"TH_5",38.9,6.66,17.120822622108,"NM_0_634_4721.lst"
"TH_6",-1.17,0.195,16.6666666666667,"NM_0_634_4721.lst"
"TH_7",9.37,10.4,110.992529348986,"NM_0_634_4721.lst"
"TH_1",5.05,0.542,10.7326732673267,"NM_0_634_535.lst"
"TH_2",0.524,8.96,1709.92366412214,"NM_0_634_535.lst"
"TH_3",0.539,0.319,59.1836734693878,"NM_0_634_535.lst"
"TH_4",8740000,8.61e+10,985125.85812357,"NM_0_634_535.lst"
"TH_5",37.6,30,79.7872340425532,"NM_0_634_535.lst"
"TH_6",-0.667,1.4,209.895052473763,"NM_0_634_535.lst"
"TH_7",6.26,17.5,279.552715654952,"NM_0_634_535.lst"
"TH_1",4.98,0.687,13.7951807228916,"NM_0_634_696.lst"
"TH_2",0.47,0.502,106.808510638298,"NM_0_634_696.lst"
"TH_3",0.545,0.0337,6.18348623853211,"NM_0_634_696.lst"
"TH_4",1580000,1.08e+08,6835.44303797468,"NM_0_634_696.lst"
"TH_5",40.9,2.14,5.23227383863081,"NM_0_634_696.lst"
"TH_6",-0.548,0.159,29.014598540146,"NM_0_634_696.lst"
"TH_7",2.7,4.15,153.703703703704,"NM_0_634_696.lst"
"TH_1",4.94,0.489,9.89878542510121,"NM_0_634_857.lst"
"TH_2",0.483,0.526,108.902691511387,"NM_0_634_857.lst"
"TH_3",0.556,0.0565,10.1618705035971,"NM_0_634_857.lst"
"TH_4",0.606,8.52,1405.94059405941,"NM_0_634_857.lst"
"TH_5",43.7,2.16,4.94279176201373,"NM_0_634_857.lst"
"TH_6",-0.42,0.172,40.9523809523809,"NM_0_634_857.lst"
"TH_7",0.01,0.000958,9.58,"NM_0_634_857.lst"
"TH_1",0.517,386,74661.5087040619,"NM_0_635.lst"
"TH_2",4.08,133,3259.80392156863,"NM_0_635.lst"
"TH_3",270,5430,2011.11111111111,"NM_0_635.lst"
"TH_4",6700,204000,3044.77611940298,"NM_0_635.lst"
"TH_5",41.3,224,542.372881355932,"NM_0_635.lst"
"TH_6",0.415,42.3,10192.7710843373,"NM_0_635.lst"
"TH_7",1250000,2.27e+08,18160,"NM_0_635.lst"
"TH_1",4.12,NA,NA,"NM_0_635_1019.lst"
"TH_2",1.3e+42,NA,NA,"NM_0_635_1019.lst"
"TH_3",2.73,NA,NA,"NM_0_635_1019.lst"
"TH_4",-4.22,NA,NA,"NM_0_635_1019.lst"
"TH_5",0.01,NA,NA,"NM_0_635_1019.lst"
"TH_6",877000,NA,NA,"NM_0_635_1019.lst"
"TH_7",38.9,NA,NA,"NM_0_635_1019.lst"
"TH_8",37.6,NA,NA,"NM_0_635_1019.lst"
"TH_1",4.5,0.43,9.55555555555556,"NM_0_635_1180.lst"
"TH_2",4.98e+24,7.12e+29,14297188.7550201,"NM_0_635_1180.lst"
"TH_3",46.6,3.31,7.10300429184549,"NM_0_635_1180.lst"
"TH_4",-0.661,0.00923,1.3963691376702,"NM_0_635_1180.lst"
"TH_5",0.0161,0.0304,188.819875776398,"NM_0_635_1180.lst"
"TH_6",351000,18800,5.35612535612536,"NM_0_635_1180.lst"
"TH_7",1230000,2890000,234.959349593496,"NM_0_635_1180.lst"
"TH_8",0.333,1.82,546.546546546547,"NM_0_635_1180.lst"
"TH_1",4.45,0.587,13.1910112359551,"NM_0_635_1341.lst"
"TH_2",3.42e+15,9.05e+17,26461.9883040936,"NM_0_635_1341.lst"
"TH_3",43.1,8.73,20.2552204176334,"NM_0_635_1341.lst"
"TH_4",-1.02,0.399,39.1176470588235,"NM_0_635_1341.lst"
"TH_5",0.01,0,0,"NM_0_635_1341.lst"
"TH_6",103000,2130000,2067.96116504854,"NM_0_635_1341.lst"
"TH_7",105000,2700000,2571.42857142857,"NM_0_635_1341.lst"
"TH_8",3.15,7.95,252.380952380952,"NM_0_635_1341.lst"
"TH_1",4.48,0.387,8.63839285714286,"NM_0_635_1502.lst"
"TH_2",1.67e+25,8.99e+29,5383233.53293413,"NM_0_635_1502.lst"
"TH_3",46.7,1.89,4.04710920770878,"NM_0_635_1502.lst"
"TH_4",-0.658,0.393,59.726443768997,"NM_0_635_1502.lst"
"TH_5",0.0663,3.99e-05,0.0601809954751131,"NM_0_635_1502.lst"
"TH_6",101000,44.1,0.0436633663366337,"NM_0_635_1502.lst"
"TH_7",139000,1350000,971.223021582734,"NM_0_635_1502.lst"
"TH_8",0.1,0.149,149,"NM_0_635_1502.lst"
"TH_1",4.52,0.643,14.2256637168142,"NM_0_635_1663.lst"
"TH_2",1.81e+24,2.23e+30,123204419.889503,"NM_0_635_1663.lst"
"TH_3",46.5,2.12,4.55913978494624,"NM_0_635_1663.lst"
"TH_4",-1.04,0.00104,0.1,"NM_0_635_1663.lst"
"TH_5",0.01,0,0,"NM_0_635_1663.lst"
"TH_6",52700,569000,1079.69639468691,"NM_0_635_1663.lst"
"TH_7",94000,334,0.35531914893617,"NM_0_635_1663.lst"
"TH_8",0.133,0.524,393.984962406015,"NM_0_635_1663.lst"
"TH_1",4.62,4.05,87.6623376623377,"NM_0_635_1824.lst"
"TH_2",1.17e+11,8.79e+14,751282.051282051,"NM_0_635_1824.lst"
"TH_3",38.3,193,503.916449086162,"NM_0_635_1824.lst"
"TH_4",-1.19,17.9,1504.20168067227,"NM_0_635_1824.lst"
"TH_5",0.01,0,0,"NM_0_635_1824.lst"
"TH_6",165,24900,15090.9090909091,"NM_0_635_1824.lst"
"TH_7",35.8,1570,4385.4748603352,"NM_0_635_1824.lst"
"TH_8",11.7,98.7,843.589743589744,"NM_0_635_1824.lst"
"TH_1",4.42,0.407,9.20814479638009,"NM_0_635_1985.lst"
"TH_2",34800,1.93e+08,554597.701149425,"NM_0_635_1985.lst"
"TH_3",30.6,148,483.660130718954,"NM_0_635_1985.lst"
"TH_4",-1.31,6.67,509.160305343511,"NM_0_635_1985.lst"
"TH_5",0.01,0,0,"NM_0_635_1985.lst"
"TH_6",33.7,398,1181.00890207715,"NM_0_635_1985.lst"
"TH_7",46.8,404,863.247863247863,"NM_0_635_1985.lst"
"TH_8",15.1,136,900.662251655629,"NM_0_635_1985.lst"
"TH_1",3.73,NA,NA,"NM_0_635_2146.lst"
"TH_2",295,NA,NA,"NM_0_635_2146.lst"
"TH_3",4.46,NA,NA,"NM_0_635_2146.lst"
"TH_4",-5.46,NA,NA,"NM_0_635_2146.lst"
